Price,Close,High,Low,Open,Volume
Ticker,WBA,WBA,WBA,WBA,WBA
Date,,,,,
2009-01-02,15.31020736694336,15.38211491245145,14.746936356011924,14.770904775893513,5228648
2009-01-05,16.083206176757812,16.16110495818584,15.238298645975272,15.238298645975272,11924207
2009-01-06,16.00531578063965,16.358858988294955,15.831540944957574,16.035277747434606,7673220
2009-01-07,16.197067260742188,16.56259407430181,15.777608912540856,15.849516482464416,8055961
2009-01-08,16.083206176757812,16.17908212756069,15.795578324349178,16.137136541950866,5897846
2009-01-09,15.669744491577148,15.891458399685508,15.340170968019846,15.861496442950981,9348722
2009-01-12,15.519933700561523,15.771608350535233,15.442034921181511,15.61580964884375,5558079
2009-01-13,15.621808052062988,15.669746044657739,15.43604847362481,15.519939674932653,7191740
2009-01-14,15.663752555847168,15.729667719648639,15.202349838032323,15.47200059889578,10022550
2009-01-15,16.119171142578125,16.28695475046224,15.525937835215023,15.579868239787334,11121647
2009-01-16,16.125160217285156,16.400804577570863,15.82554742819709,16.32889700529961,8955187
2009-01-20,15.543907165527344,16.19107055054049,15.460014832498333,16.0712250136029,7578634
2009-01-21,15.777612686157227,15.81656267680387,15.38811620848777,15.747651858233548,7706906
2009-01-22,16.059247970581055,16.38882278452195,15.549907050464546,15.561890695588055,10720767
2009-01-23,16.137142181396484,16.179087781665032,15.585854700155808,15.777606668773107,8541805
2009-01-26,16.059247970581055,16.478706409075905,15.957379557971294,16.185085959302427,9567961
2009-01-27,16.179094314575195,16.27497033759735,15.8315434453868,16.179094314575195,7255171
2009-01-28,16.712404251098633,16.958086694368355,16.256992586202184,16.41878379799414,8899351
2009-01-29,16.712404251098633,16.820265058959937,16.424776192090025,16.424776192090025,8990185
2009-01-30,16.424768447875977,16.922125494009407,16.322900082141093,16.75434196723084,9172791
2009-02-02,16.191072463989258,16.346871223247607,15.933405329174754,16.26897127215249,7911759
2009-02-03,16.62850570678711,16.725880067890692,15.657760005879274,16.526637337821054,11289091
2009-02-04,16.179094314575195,16.802289607151547,16.07722589724761,16.68244400690768,9031785
2009-02-05,16.520652770996094,16.598552753947256,15.699714181919767,15.699714181919767,8324368
2009-02-06,16.874195098876953,17.012016731312254,16.424775837771353,16.562597470206658,8488188
2009-02-09,16.77831268310547,16.964072253504646,16.418777182738268,16.83823545698864,6457188
2009-02-10,16.203060150146484,16.826254155880996,16.09519936342095,16.646486939959832,8264227
2009-02-11,16.11317253112793,16.34687124174585,15.843521755243707,16.34687124174585,5414986
2009-02-12,16.173091888427734,16.21503747961538,15.681727289489636,15.819548844229514,6910520
2009-02-13,15.723295211791992,16.45741078653199,15.699226469581046,16.37316731950487,9040007
2009-02-17,15.320134162902832,15.554811005344087,15.133597101652036,15.482602481273958,9787487
2009-02-18,15.428452491760254,15.584903399507533,15.091481923843963,15.392348789269652,6873819
2009-02-19,15.542776107788086,16.397237715378836,15.518707364834482,15.735330642279147,9216735
2009-02-20,15.091477394104004,15.554812503240361,15.037321282765175,15.45251775379098,12459451
2009-02-23,14.525840759277344,15.193765055728713,14.297182621849151,14.868828539277194,14754781
2009-02-24,14.664244651794434,14.910955273977518,14.501776345171775,14.598053605159542,11550413
2009-02-25,14.1527738571167,14.634160254549633,14.122686489954825,14.616108981968212,9963785
2009-02-26,14.020395278930664,14.483730520831994,14.00234400178905,14.411523116833548,8324767
2009-02-27,14.357365608215332,14.549920197300942,13.863944186754487,13.91208283402589,13185512
2009-03-02,13.984285354614258,14.393464287594314,13.93614672412928,14.068527671034099,8648559
2009-03-03,13.701469421386719,14.026404851751064,13.563071018596634,13.839867824176805,15454390
2009-03-04,13.707487106323242,13.936145290678585,13.316359482683668,13.930127819022475,13222461
2009-03-05,13.141864776611328,13.701477330065416,13.027535046362985,13.442731642105697,10308744
2009-03-06,13.292289733886719,13.358480769359666,12.99142306023191,13.232116169612702,13130389
2009-03-09,12.937275886535645,13.412646109549273,12.871084805428413,13.135847982141271,8183203
2009-03-10,13.5991792678833,13.695456549788803,13.08770549043798,13.141861604974292,10740821
2009-03-11,13.623250961303711,14.074551248248481,13.545026083228315,13.641303385959255,7604971
2009-03-12,14.09862232208252,14.146760977457523,13.454767376048322,13.623252096002796,6063586
2009-03-13,14.369391441345215,14.501773508721952,14.128698338453761,14.128698338453761,6611115
2009-03-16,14.104636192321777,14.65221368764508,14.056497549251018,14.453641641513725,7292008
2009-03-17,14.622126579284668,14.65221394906306,14.074549074191742,14.0865840221031,9847472
2009-03-18,14.453642845153809,14.658232382170857,14.212949609756068,14.555937613662332,8830140
2009-03-19,14.471695899963379,14.724424115136092,14.243037585148079,14.573990681050335,8291002
2009-03-20,14.61611557006836,14.929016295579478,14.465682109599395,14.610098093923655,11571526
2009-03-23,15.994078636169434,16.337066595830045,15.362258831291017,15.524726026903702,19311487
2009-03-24,15.873726844787598,16.048230084524835,15.705242224589323,15.843640633385162,10059419
2009-03-25,16.14450454711914,16.547665907874137,15.915846395932293,15.957967543699723,11672836
2009-03-26,15.982050895690918,16.246814113719488,15.82559995538841,16.246814113719488,9374140
2009-03-27,15.879753112792969,16.168586181738842,15.729319677021254,15.819580656657108,7574043
2009-03-30,15.639054298400879,15.741349044353427,15.434464806495784,15.608968081003624,6404665
2009-03-31,15.621002197265625,15.879747803924502,15.488621231221487,15.79550547532511,9261559
2009-04-01,15.945940017700195,16.02416487882984,15.344206432126603,15.398362546645483,8879484
2009-04-02,16.481481552124023,16.848539384556588,16.29494447315539,16.39723922247025,10903076
2009-04-03,16.192655563354492,16.577764806613402,16.01815336789633,16.46343621734346,13957576
2009-04-06,16.204689025878906,16.210706500716686,15.849666044461772,16.03018569873124,7975176
2009-04-07,16.48750114440918,16.6258996031183,15.873732569635072,15.98806228008495,9904180
2009-04-08,16.680057525634766,16.84854337253788,16.397243103630615,16.577762752107148,6357949
2009-04-09,17.43824005126953,17.510448590743657,16.704125447242248,16.818455156528035,10614915
2009-04-13,17.552566528320312,17.660878743728343,17.287803462624634,17.34195957032865,5817654
