Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2009-01-02,2.724325656890869,2.7330322926138426,2.556513945937862,2.5781281265338833,746015200
2009-01-05,2.8393023014068604,2.887334582241796,2.7831644040885624,2.7969741733179547,1181608400
2009-01-06,2.7924721240997314,2.9170552838778736,2.7735594138870043,2.880431096710325,1289310400
2009-01-07,2.732130765914917,2.776860563419216,2.709615562730214,2.756147410177875,753048800
2009-01-08,2.782864809036255,2.7963743722505376,2.7030112680889338,2.7147195829287676,673500800
2009-01-09,2.719222068786621,2.803278515366025,2.7060135163963546,2.7981753795565645,546845600
2009-01-12,2.6615841388702393,2.731530813236335,2.628261645409248,2.715619786047389,617716400
2009-01-13,2.6330652236938477,2.6940060721136967,2.592238320271669,2.6489762548114077,798397600
2009-01-14,2.561617136001587,2.619255491051116,2.54330464132355,2.5889354733516488,1021664000
2009-01-15,2.5030770301818848,2.525292222151092,2.4031103697704146,2.4187205848163544,1831634000
2009-01-16,2.4715561866760254,2.533097234323614,2.413617836072095,2.530695770304358,1047625600
2009-01-20,2.3475725650787354,2.4616487952300554,2.3475725650787354,2.4595473393068077,919914800
2009-01-21,2.4865660667419434,2.4880673073400588,2.3808954424867044,2.3832969063883485,1089270000
2009-01-22,2.652578115463257,2.7018116476061227,2.576327254439758,2.64297205651319,1409528400
2009-01-23,2.652578115463257,2.697908741506931,2.596741206890693,2.6063470654347984,763770000
2009-01-26,2.6910033226013184,2.7309301869778544,2.6507756489920906,2.6675870974283424,692238400
2009-01-27,2.7237255573272705,2.74834242105518,2.6940057571308973,2.7075145203767734,618038400
2009-01-28,2.827895402908325,2.8519112461561127,2.7468408297145093,2.7654533286780514,861406000
2009-01-29,2.7918715476989746,2.8320984274150005,2.779863224789828,2.7945730195416862,592729200
2009-01-30,2.7057135105133057,2.8104829088406658,2.7021108136665446,2.7798628915287305,651478800
2009-02-02,2.7471401691436768,2.7618499597375377,2.6687878883684637,2.674792048125849,558247200
2009-02-03,2.7912702560424805,2.8032785777715903,2.71021648924183,2.7594490050839533,599309200
2009-02-04,2.8083815574645996,2.8894363275697583,2.794872996930475,2.7984756939117816,808421600
2009-02-05,2.8957414627075195,2.9194571047877202,2.780464139094387,2.78496706091071,749246400
2009-02-06,2.993605375289917,3.0020109970232385,2.9119506210192005,2.9125506360746227,687209600
2009-02-09,3.077361822128296,3.0920716150249286,2.9870012076926415,3.0020120102477312,715010800
2009-02-10,2.93686842918396,3.0773619894269735,2.9137530104603258,3.041938842228328,849060800
2009-02-11,2.9065473079681396,2.9512771004126095,2.8750262675623044,2.893038748721953,674973600
2009-02-12,2.9800970554351807,2.994506841823352,2.876827888281867,2.876827888281867,817188400
2009-02-13,2.976795196533203,3.000210822506985,2.9455741614955926,2.971691259025819,608977600
2009-02-17,2.837801218032837,2.913151831451182,2.8302966183874294,2.908048695676069,678238400
2009-02-18,2.832998752593994,2.877428346518387,2.783466022061735,2.8534127018669713,684779200
2009-02-19,2.721024513244629,2.829396648010481,2.7051134814846898,2.8029793331559145,922804400
2009-02-20,2.7378346920013428,2.7738586533750347,2.6717899277916852,2.683798248926071,750316000
2009-02-23,2.6102490425109863,2.761850498661588,2.5970404896849333,2.751343617847673,786982000
2009-02-24,2.709315299987793,2.728528214198515,2.611750289915764,2.6252590508232654,807105600
2009-02-25,2.736633777618408,2.789469194324354,2.679295640774741,2.6976081322303482,833053200
2009-02-26,2.6774942874908447,2.7894690850331134,2.6705899031172073,2.7618505455090188,629868400
2009-02-27,2.681095838546753,2.7408356164873626,2.6318625370810618,2.639667943668349,706658400
2009-03-02,2.639967918395996,2.7378339038138333,2.631862504369624,2.6453718617566366,770929600
2009-03-03,2.65287709236145,2.724024988742734,2.6381673005069683,2.6696883403111102,724340400
2009-03-04,2.736933708190918,2.7849659914200497,2.6852995297850795,2.7072139145607363,741403600
2009-03-05,2.6669869422912598,2.757947568040187,2.655279631062789,2.715619439395115,706899200
2009-03-06,2.560716152191162,2.653778436096195,2.4715559714194457,2.6519769875283052,1011147200
2009-03-09,2.4949722290039062,2.6297624608136574,2.4787619934646665,2.527094295632748,698297600
2009-03-10,2.6606831550598145,2.6768941901539276,2.532497117066491,2.5478071271543223,844258800
2009-03-11,2.782264471054077,2.8239925882714525,2.689202380668048,2.696106764988198,846372800
2009-03-12,2.8924384117126465,2.8993435985929232,2.7618508986817822,2.7888692259636816,768457200
2009-03-13,2.8798298835754395,2.917956311145374,2.8522115408178106,2.8909379837580786,601168400
2009-03-16,2.8645195960998535,2.923659181506224,2.8272943976083376,2.8978420897831403,797244000
2009-03-17,2.9918041229248047,2.992704345912334,2.8540112869246252,2.8591152225983576,786646000
2009-03-18,3.047642707824707,3.106482092936393,2.9936070531537453,2.9993102054642224,796037200
2009-03-19,3.050644636154175,3.098075904385628,3.009516734887196,3.057549020431034,500180800
2009-03-20,3.0497424602508545,3.0953732675997228,3.0191224514019117,3.064752457127405,695587200
2009-03-23,3.2319657802581787,3.246975781313531,3.054547239118235,3.0833660082677694,666397200
2009-03-24,3.197141408920288,3.285400550177561,3.163819726284905,3.1929386976444394,640612000
2009-03-25,3.19684100151062,3.252978683802687,3.1178885178292353,3.229563266128101,646618000
2009-03-26,3.2983102798461914,3.3016119667647565,3.22956404785166,3.237068446537704,616252000
2009-03-27,3.2076492309570312,3.258082980388279,3.1941404700676017,3.2490771397953258,492872800
2009-03-30,3.1368024349212646,3.152412452222993,3.0803645227803766,3.1374026506278674,502796000
2009-03-31,3.1557140350341797,3.2256606839606,3.152111339216544,3.1656200957932454,570080000
2009-04-01,3.2628867626190186,3.2721926104315435,3.118789712349855,3.1247938730145104,589372000
2009-04-02,3.3835673332214355,3.444808575866789,3.2956083744929074,3.3064156643953764,812366800
2009-04-03,3.4820339679718018,3.4862368813448086,3.4078845718074433,3.4279977127545007,636241200
2009-04-06,3.5558834075927734,3.564889249345033,3.4006790338993027,3.4505127744637205,658064400
2009-04-07,3.4523136615753174,3.5024476049769953,3.427997210009588,3.4982446922203816,536580800
2009-04-08,3.4919402599334717,3.506049236594728,3.439705261909982,3.4652221444185907,455630000
2009-04-09,3.589505672454834,3.602414218458411,3.541172975537076,3.5549829473607497,530756800
2009-04-13,3.609018325805664,3.6318337375319256,3.5723941449563212,3.6027139565517183,389236400
2009-04-14,3.551679849624634,3.607517741761662,3.519858599965287,3.589505259903401,454622000
2009-04-15,3.531566858291626,3.5498787473097457,3.4751289485853105,3.5183573035743065,412882400
2009-04-16,3.6459434032440186,3.6969771685646666,3.5660896650850193,3.5780979871009992,593446000
2009-04-17,3.705082893371582,3.729999761465504,3.609919343506131,3.6378378913792795,497495600
2009-04-20,3.6174237728118896,3.6921739686080692,3.5771966986450785,3.6543485586675497,466466000
2009-04-21,3.6552491188049316,3.6666574257429825,3.5603857779946173,3.5690914108054406,470685600
2009-04-22,3.6477441787719727,3.763021650313672,3.6384373296040082,3.6813666744353606,938767200
2009-04-23,3.764521837234497,3.8185584769397987,3.7077837262745135,3.8011468133233826,945156800
2009-04-24,3.719491720199585,3.756716706295533,3.6915731810334753,3.741706708833303,540764000
2009-04-27,3.7444074153900146,3.7525130288033934,3.682265581655638,3.6894709721680408,480690000
2009-04-28,3.719491720199585,3.788838156978344,3.7002788112206537,3.7029802820982587,455856800
2009-04-29,3.7567172050476074,3.8080511707128846,3.717390757972222,3.7480115737046455,458110800
2009-04-30,3.7774312496185303,3.8125543846723318,3.7501131220838735,3.7891385604913648,498489600
2009-05-01,3.819758892059326,3.841073257445343,3.776529745338061,3.776529745338061,397516000
2009-05-04,3.964756965637207,3.970160309497466,3.832968442929056,3.849779692208103,609358400
2009-05-05,3.9839706420898438,3.9884733627003013,3.9362383566368626,3.9551510657987867,398255200
2009-05-06,3.9776666164398193,4.007686626897081,3.909220367330682,4.0025834896552075,473538800
2009-05-07,3.8743956089019775,3.974362060518964,3.8395718840479676,3.972560812639702,531776000
2009-05-08,3.878300189971924,3.9395414450761317,3.790341213349116,3.8737966672820696,467964000
2009-05-11,3.8897058963775635,3.931434004829341,3.8161565430170516,3.823662143482602,404658800
2009-05-12,3.735102653503418,3.8939094998947246,3.699979515319486,3.889406379302502,609481600
2009-05-13,3.587103843688965,3.723095285439545,3.583801154308126,3.6987784332494837,595971600
2009-05-14,3.6909730434417725,3.70838551134605,3.5934082317960887,3.595809495410814,447826400
2009-05-15,3.6750617027282715,3.7411058511642654,3.650745258602216,3.672059222294628,367567200
2009-05-18,3.8020477294921875,3.8035491706145095,3.6495460420647077,3.7143897810423865,458841600
2009-05-19,3.8260648250579834,3.8819019279368585,3.774730042017156,3.8071521157302786,372422400
2009-05-20,3.7786312103271484,3.8788986700335406,3.761519756544243,3.8314666115525844,388584000
2009-05-21,3.727897882461548,3.8059499649219233,3.689172249662325,3.757017660081961,407946000
2009-05-22,3.677464723587036,3.727898477413094,3.6549495189249557,3.72399577246428,297998400
2009-05-26,3.9260308742523193,3.9275323153825945,3.739005659504712,3.745310028842165,636927200
2009-05-27,3.9941775798797607,4.052115736127499,3.9299338514220943,3.95605195477294,646422000
2009-05-28,4.054819107055664,4.0644253675473045,3.9635574279192465,4.006185785018107,487552800
2009-05-29,4.077033519744873,4.07973499229868,4.018193924437543,4.064425178183285,456534400
2009-06-01,4.183304786682129,4.202517304865603,4.082737069875363,4.096846851608847,452499600
2009-06-02,4.187505722045898,4.24304260044417,4.15328240984379,4.17249612322474,456223600
2009-06-03,4.231335639953613,4.236138567681694,4.174897732045466,4.202816277559901,565199600
